Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
SBK Tätortskarta - Bestämmelser och riktlinjer,b82e3aa3-5afa-4205-a247-38a131873b81,fb4dc8e7-aac9-4748-9f96-5ccefa476b26,"Tätortskarta - Bestämmelser och riktlinjer bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450220, Riktlinje naturUndertyper20, Nationalstadspark, modifierbar, aktiv450270, BestämmelseUndertyper10, Arbetsplan för väg, modifierbar, aktiv20, Bearbetningskonc. enligt minerallagen, modifierbar, aktiv30, Bearbetningskonc. enligt torvlagen, modifierbar, aktiv40, Bearbetningskonc. enligt äldre minerallag, modifierbar, aktiv50, Biotopskydd, modifierbar, aktiv60, Byggnadsförbud, modifierbar, aktiv70, Byggnadsminne, modifierbar, aktiv80, Djurskyddsområde, modifierbar, aktiv90, Strandskydd, modifierbar, aktiv100, Fornlämningsområde gränsbestämt enligt KML, modifierbar, aktiv110, Grundvattenskydd, modifierbar, aktiv120, Grundvattenskydd (inre), modifierbar, aktiv130, Grundvattenskydd (yttre), modifierbar, aktiv140, Interimistiskt förbud (interimistisk naturvårdsbestämmelse enl. NVL), modifierbar, aktiv150, Kulturreservat, modifierbar, aktiv160, Landskapsbildsskydd, modifierbar, aktiv170, Miljöriskområde, modifierbar, aktiv180, Nationalpark, modifierbar, aktiv190, Natura 2000, modifierbar, aktiv200, Naturminne, modifierbar, aktiv210, Naturreservat (och naturvårdsområde), modifierbar, aktiv220, Nybyggnadsförbud enl. VägL, modifierbar, aktiv230, Samrådsområde, modifierbar, aktiv240, Schaktningsförbud, modifierbar, aktiv250, Skyddsföreskrift för fornlämning enligt KML, modifierbar, aktiv260, Skyddsområde för täkt, modifierbar, aktiv270, Trädfällningsförbud, modifierbar, aktiv280, Täkttillstånd, modifierbar, aktiv290, Utmål enligt äldre gruvlag, modifierbar, aktiv300, Växtskyddsområde, modifierbar, aktiv310, Ytvattenskydd, modifierbar, aktiv320, Fast fornlämning - äldre data, modifierbar, aktiv330, Järnvägsplan, modifierbar, aktiv340, Område för fördelning av gatukostnader, modifierbar, aktiv450280, BestämmelseområdeUndertyper10, Arbetsplan för väg, modifierbar, aktiv20, Bearbetningskonc. enligt minerallagen, modifierbar, aktiv30, Bearbetningskonc. enligt torvlagen, modifierbar, aktiv40, Bearbetningskonc. enligt äldre minerallag, modifierbar, aktiv50, Biotopskydd, modifierbar, aktiv60, Byggnadsförbud, modifierbar, aktiv70, Byggnadsminne, modifierbar, aktiv80, Djurskyddsområde, modifierbar, aktiv90, Strandskydd, modifierbar, aktiv100, Fornlämningsområde gränsbestämt enligt KML, modifierbar, aktiv110, Grundvattenskydd, modifierbar, aktiv120, Grundvattenskydd (inre), modifierbar, aktiv130, Grundvattenskydd (yttre), modifierbar, aktiv140, Interimistiskt förbud (interimistisk naturvårdsbestämmelse enl. NVL), modifierbar, aktiv150, Kulturreservat, modifierbar, aktiv160, Landskapsbildsskydd, modifierbar, aktiv170, Miljöriskområde, modifierbar, aktiv180, Nationalpark, modifierbar, aktiv190, Natura 2000, modifierbar, aktiv200, Naturminne, modifierbar, aktiv210, Naturreservat (och naturvårdsområde), modifierbar, aktiv220, Nybyggnadsförbud enl. VägL, modifierbar, aktiv230, Samrådsområde, modifierbar, aktiv240, Schaktningsförbud, modifierbar, aktiv250, Skyddsföreskrift för fornlämning enligt KML, modifierbar, aktiv260, Skyddsområde för täkt, modifierbar, aktiv270, Trädfällningsförbud, modifierbar, aktiv280, Täkttillstånd, modifierbar, aktiv290, Utmål enligt äldre gruvlag, modifierbar, aktiv300, Växtskyddsområde, modifierbar, aktiv310, Ytvattenskydd, modifierbar, aktiv320, Fast fornlämning - äldre data, modifierbar, aktiv330, Järnvägsplan, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
NVDB - Kollektivkörfält,LvFeature4004004,20fc4f75-7c6b-4ccb-8899-7bb084828308,Data om trafikregelmeddelad lokal trafikföreskrift Körfält eller körbana för fordon i linjetrafik m.fl. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Tryckknapp,LvFeature5630096,8a9e30fe-1add-4a5a-90e6-68f9c4c8a8c4,"Givare för att detektera fotgängare och cyklister i en trafiksignalanläggning. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Stadskarta - Infrastruktur förbindelse,caabe493-1c6a-44b1-963c-b4d744d604b2,c3bf34ce-6e38-4054-9cbb-a1a69cbb82b5,"Stadskarta - Infrastruktur förbindelse bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :451490, Elnät10, Högspänningsledning, modifierbar, aktiv20, Kraftledning, stam, modifierbar, aktiv30, Kraftledning, region, modifierbar, aktiv451480, Spårnät10, Tunnelbanespår, modifierbar, aktiv20, SJ Normalspår, modifierbar, aktiv30, SJ Smalspår, modifierbar, aktiv40, Pendeltåg, modifierbar, aktiv50, Industrispår, modifierbar, aktiv60, Spårvagnsspår, modifierbar, aktiv451470, Vägförbindelse30, Småväg, modifierbar, aktiv40, Motorväg, modifierbar, aktiv50, Gata, modifierbar, aktiv60, Genomfartsgata, modifierbar, aktiv70, Gränd, modifierbar, aktiv90, Gågata, modifierbar, aktiv100, Bussgata, modifierbar, aktiv110, Parkväg, modifierbar, aktiv120, På- och avfart, modifierbar, aktiv130, Traktorväg, modifierbar, aktiv451610, Vägnummer10, Länsvägsnummer, modifierbar, aktiv20, Europavägsnummer, modifierbar, aktiv30, Övrigt länsvägsnummer, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Infrastruktur bytesplats,3c598494-830c-47de-b428-163ee6b00586,d6d55556-eeca-43b7-ac55-bbdea6634881,"Stadskarta - Infrastruktur bytesplats  bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Bytesplats10, Busshållplats, modifierbar, aktiv20, Sluthållplats för buss, modifierbar, aktiv30, Pendeltågstation, modifierbar, aktiv40, Järnvägstation, modifierbar, aktiv50, Spårvägstation, modifierbar, aktiv60, Tunnelbanestation, modifierbar, aktiv70, Ospecificerad, modifierbar, aktiv80, Färjehållplats, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Registerkarta - Adress och gata,d8ac6fac-f603-4354-8b4a-77e6e9892adf,5b2596d8-a081-4b73-9ab1-5202218896ac,"Registerkarta - Adress, ort och gata bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450100, GatunamnUndertyper10, Gatunamn, modifierbar, aktiv450670, AdressplatsUndertyper10, Adressplats, modifierbar, aktiv450680, Adressplats ej FIRUndertyper10, Adressplats ej FIR, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Infrastruktur bytesplats,2c785734-394a-4aff-b0c4-0c5b0a9c393a,41f27f92-8cb3-499c-ab23-0841092c91d8,"Tätortskarta - Infrastruktur bytesplats bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451400, BytesplatsUndertyper10, Busshållplats, modifierbar, aktiv20, Sluthållplats för buss, modifierbar, aktiv30, Pendeltågstation, modifierbar, aktiv40, Järnvägstation, modifierbar, aktiv50, Spårvägstation, modifierbar, aktiv60, Tunnelbanestation, modifierbar, aktiv70, Ospecificerad, modifierbar, aktiv80, Färjehållplats, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Registerkarta - Stadsdelsnämnder,009b20af-b803-4516-8350-3b23534f44a8,bc1f44e7-fb1e-439a-9efe-3a9101456ebd,"Registerkarta - Stadsdelsnämnder bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450170, StadsdelsnämndsområdeUndertyper10, Stadsdelsnämndsområde, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Sjöisbana (ur Hitta Service API),c2d49e17-14f0-44e6-ab0f-843ea71ae4b8,452b4250-8a42-4ced-9d8a-9b79ae6aaf88,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Signallykta,LvFeature5630072,322f51f4-d00f-4015-aba3-9d998119bd19,"LED-lykta i en trafiksignalanläggning. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Tätortskarta - Gränser (illustration),badf6648-b0d7-4fa1-9d6c-4c9e7799b92b,0e7733ce-a9ab-4cb0-826d-f6396b800386,"Tätortskarta - Gränser (illustration) bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450012, Gränslinje illustrationUndertyper10, Riksgräns, modifierbar, aktiv20, Territorialgräns, modifierbar, aktiv30, Län, modifierbar, aktiv40, Kommungräns, modifierbar, aktiv50, Stadsdelsgräns, modifierbar, aktiv60, Stadsdel och distrikt, modifierbar, aktiv70, Distriktsgräns, modifierbar, aktiv80, Kvartersnamnsgräns, modifierbar, aktiv90, Kvarterstraktgräns, modifierbar, aktiv100, Stadsdelsnämndsområde, modifierbar, aktiv110, Traktgräns, modifierbar, aktiv120, Kvartersonamnsgräns, modifierbar, aktiv130, Ägarlägenhetsutrymmesgräns, modifierbar, aktiv140, Fastighetsområdesgräns, modifierbar, aktiv150, Fastighetsutrymmesgräns, modifierbar, aktiv160, Kommungräns enligt JB 1:5, modifierbar, aktiv170, Länsgräns enligt JB 1:5, modifierbar, aktiv180, Stadsdelsgräns enligt JB 1:5, modifierbar, aktiv190, Traktgräns enligt JB 1:5, modifierbar, aktiv200, Fastighetsområdesgräns enligt JB 1:5, modifierbar, aktiv210, Stadsdel+distriktsgräns enligt JB 1:5, modifierbar, aktiv230, Ägarlägenhetsutrymmesgräns, modifierbar, aktiv240, Allmän plats-gräns, modifierbar, aktiv250, Illustration väg, modifierbar, aktiv260, Illustration strand, modifierbar, aktiv270, Församlingsgräns (utgått 2016), modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Natur,50cb1454-0899-4ca4-af41-4d4d943c3e32,f933c287-c537-4a0c-8e5a-7034312dc061,"Stadskarta - Natur bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450930, Naturmark10, Park, modifierbar, aktiv20, Grönområde, modifierbar, aktiv30, Skogsmark, modifierbar, aktiv40, Jordbruksmark, modifierbar, aktiv450900, Sjö10, Sjö, modifierbar, aktiv20, Strand, modifierbar, aktiv450910, Sankmark10, Sankmark svår, modifierbar, aktiv20, Sankmark normal, modifierbar, aktiv450920, Vattendrag10, Bäck, modifierbar, aktiv20, Dike, modifierbar, aktiv30, Å, modifierbar, aktiv40, Älv, modifierbar, aktiv50, Kanal, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Infrastruktur avgränsning,d2d9451e-6ece-48e2-930b-a0788930d784,14b58c2c-8c77-4ae8-9921-aa8f5e0f2d51,"Stadskarta - Infrastruktur avgränsning  bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Vägavgränsning10, Infart, modifierbar, aktiv20, Refug, modifierbar, aktiv30, Trottoar, modifierbar, aktiv40, VägMittremsa, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Geografiska namn,35ab8d7a-0e4c-4084-8f34-04e7c84df554,119dc4c5-2f41-42d6-9e4e-1d770e2887bd,"Tätortskarta - Geografiska namn bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :450890, NaturUndertyper10, Geografiska namn, modifierbar, aktiv20, Önamn, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Träffpunkt och mötesplats för seniorer (ur Hitta Service API),86f334cc-99e5-455a-bc42-7df48b59a751,3126ff2e-3bc2-4354-9de3-03dbfb229671,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Badplats (ur Hitta Service API),e5fd4d0c-b81b-4633-b882-f5c5dee0f4f6,ef1adef9-91a9-400e-a2eb-636d4a979c6c,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Vård- och omsorgsboende (ur Hitta Service API),5edac2ba-9584-4423-9198-7257e714ed2d,f90b2c96-9f53-40e0-96a6-709daa0f71c7,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Ledsagarservice LSS (ur Hitta Service API),ebbd45a1-ca4c-4377-8c10-c26fba439201,44c95bba-643b-47db-879c-7d16063358ed,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Belysningsmontage,LvFeature13185471,01b56bcd-5269-4ad0-9c1a-30237ade72db,"Plats där belysning förekommer (Punktgeometri). Belysningen kan vara för olika syften, i huvudsak belysning av vägar, gång- och cykelvägar, parker och torg men också belysning t.ex. i busskurer och belysning av konstföremål.Belysningen kan vara monterad på stolpe, linspänn (ex wire mellan hus), i tunnlar, räcken/handledare och det kan förekomma en eller flera armaturer/ljuskällor på samma montagepunkt. Verksamhet - Trafikkontoret, infrastrukturavdelningen, anläggningsenheten",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Luftbrunn,LvFeature8852140,ee77e24a-e00f-47de-a18d-0d3084a1c854,"Punktgeometri som visar utbredningen av  luftningsanordningarna till Skelettjordarna (markbädd, huvudsakligen bestående av makadam, som bär upp trafikytan och fungerar som rotmöjligt utrymme för stadsträden) inom Stockholms kommun. Verksamhet Park och stadsmiljö, Stadsmiljö, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
TA-plan med större trafikpåverkan,LvFeature5322309,4a3ac18b-0770-40e7-a1d6-cdb67ab2f6f2,"Linjegeometri som representerar utbredning av vägar med trafikinformation för TA-planer (tex. Gatuarbeten, Maraton eller Statsbesök) med större trafikpåverkan eller större allmänintresse. Verksamhet Trafikstyrning, Tillstånd, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
NVDB - Begränsat axel - boggietryck,LvFeature4000009,698054f3-3142-4bb6-8a50-8d4959148488,"Geometri som representerar utbredning av trafikregel, meddelad genom föreskrift eller annat beslut, om inskränkning till lägre axel- boggi- och trippelaxeltryck för fordon än som annars gäller. Tillhör verksamhet NVDB (Trafikverket)",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - Begränsad fordonslängd,LvFeature4000008,fc30abfa-a008-42e6-a85e-f06a004f3afa,"Geometri som representerar utbredning av trafikregel, meddelad genom föreskrift eller annat beslut, om inskränkning till mindre längd på fordon, fordonståg eller last än som annars gäller. Tillhör verksamhet NVDB (Trafikverket)",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Arbetsmarknadsinsats (ur Hitta Service API),27772910-23df-41ec-a9dd-ac719ebfa5b9,545f07ee-905a-4a5b-8c3c-4c60a2eeb7f5,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Koloniträdgård (ur Hitta Service API),d9776f75-98be-4af2-9d2a-9bc6f3064855,f19dc471-7607-4d9a-8b55-2b1d5b813e6e,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Evenemangsplats (ur Hitta Service API),bfedd350-01c1-44b1-ac83-92e8ad92fc18,bc1f8430-0fae-4060-8200-f2fc48cc9988,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Förskola (ur Hitta Service API),de98c030-4f03-4586-ad29-20d7a7ed3b86,6be79213-2c26-48b8-b8ff-ef7ea044b2c2,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
NVDB - Cirkulationsplats,LvFeature4000011,852a923f-e1f7-4a0d-93f0-c41a09dd91fa,"Geometri som representerar utbredning av trafikregel om cirkulationsplats, meddelad genom föreskrift. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
NVDB - Gågata,LvFeature4000013,155e87ca-cc28-4c20-93d6-509ad038f075,"Geometri som representerar utbredning av trafikregel om gågata, meddelad genom föreskrift. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
NVDB - Motorväg,LvFeature4000019,6aab4cc6-265b-4203-a623-ca5f343e047d,"Geometri som representerar data om de vägsträckor där trafikregeln för motorväg gäller, meddelade genom föreskrifter beslutade av länsstyrelse och i något fall kommun. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Pilottest trafikflöde i korsningen St Eriksgatan/Fleminggatan,92b237a7-afaf-42d0-944c-0e055e32386b,ed5cb18b-ff08-469a-a5c8-91eeef9510dc,"Datamängden innehåller information om passager i korsningen St Eriksgatan – Fleminggatan i Stockholms stad och inkluderar information om trafikanttyp, riktning, tidpunkt för passage m.m. Data samlas in i realtid via en multifunktionssensor och uppdateras i nära realitid under hösten 2020 till 30 april 2021. Datamängden publiceras som ett test inom programmet Smart och uppkopplad stad i Stockholms stad samt projektet Ökad användning av öppna data i Stockholmsregionen. Eftersom det är ett test kan datakvaliteten variera. Exempelvis har detektion av bilar högre kvalitet än detektering av cyklar. Generellt går precisionen ner för mer udda trafikanttyper.",---,Stockholms stad - Trafiknämnd,---,2023-06-12
NVDB - Inskränkningar för transport av farligt gods,LvFeature4000016,a02305a6-52b0-4685-bfc4-cef4d29e0286,Geometri som representerar utbredning av trafikregel om inskränkningar för transport av farligt gods. Registreras på bilnätet. Bilnätet omfattar de referenslänkar där vägtrafiknät är angivet som Bilnät. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
